(85, 85)
(85, 84)
(84, 84)
(83, 84)
(82, 84)
(81, 84)
(80, 84)
(79, 84)
(79, 83)
(80, 83)
(81, 83)
(82, 83)
(82, 82)
(81, 82)
(80, 82)
(79, 82)
(78, 82)
(78, 81)
(77, 81)
(76, 81)
(76, 82)
(75, 82)
(74, 82)
(73, 82)
(72, 82)
(71, 82)
(70, 82)
(69, 82)
(68, 82)
(68, 81)
(67, 81)
(66, 81)
(65, 81)
(64, 81)
(63, 81)
(63, 80)
(62, 80)
(61, 80)
(60, 80)
(59, 80)
(59, 79)
(58, 79)
(57, 79)
(56, 79)
(55, 79)
(54, 79)
(53, 79)
(52, 79)
(51, 79)
(50, 79)
(50, 78)
(51, 78)
(51, 77)
(50, 77)
(49, 77)
(48, 77)
(47, 77)
(47, 76)
(47, 75)
(48, 75)
(49, 75)
(50, 75)
(51, 75)
(51, 74)
(50, 74)
(50, 73)
(51, 73)
(52, 73)
(53, 73)
(54, 73)
(55, 73)
(56, 73)
(57, 73)
(58, 73)
(59, 73)
(60, 73)
(61, 73)
(62, 73)
(63, 73)
(64, 73)
(65, 73)
(66, 73)
(67, 73)
(68, 73)
(69, 73)
(70, 73)
(70, 72)
(69, 72)
(68, 72)
(68, 71)
(67, 71)
(66, 71)
(65, 71)
(64, 71)
(63, 71)
(62, 71)
(62, 70)
(61, 70)
(60, 70)
(59, 70)
(59, 71)
(58, 71)
(57, 71)
(56, 71)
(55, 71)
(54, 71)
(53, 71)
(52, 71)
(51, 71)
(50, 71)
(50, 70)
(49, 70)
(48, 70)
(47, 70)
(46, 70)
(45, 70)
(44, 70)
(43, 70)
(43, 69)
(42, 69)
(42, 68)
(41, 68)
(41, 67)
(40, 67)
(39, 67)
(38, 67)
(37, 67)
(36, 67)
(36, 66)
(37, 66)
(38, 66)
(39, 66)
(40, 66)
(41, 66)
(42, 66)
(43, 66)
(44, 66)
(45, 66)
(46, 66)
(47, 66)
(48, 66)
(49, 66)
(50, 66)
(51, 66)
(52, 66)
(53, 66)
(53, 65)
(54, 65)
(55, 65)
(56, 65)
(57, 65)
(58, 65)
(59, 65)
(60, 65)
(61, 65)
(61, 64)
(60, 64)
(60, 63)
(61, 63)
(61, 62)
(62, 62)
(62, 61)
(61, 61)
(60, 61)
(60, 60)
(61, 60)
(62, 60)
(63, 60)
(64, 60)
(65, 60)
(65, 61)
(66, 61)
(67, 61)
(68, 61)
(69, 61)
(69, 60)
(70, 60)
(70, 59)
(69, 59)
(69, 58)
(68, 58)
(67, 58)
(66, 58)
(65, 58)
(64, 58)
(63, 58)
(62, 58)
(61, 58)
(60, 58)
(59, 58)
(58, 58)
(58, 57)
(59, 57)
(60, 57)
(61, 57)
(62, 57)
(63, 57)
(64, 57)
(65, 57)
(66, 57)
(67, 57)
(68, 57)
(69, 57)
(70, 57)
(71, 57)
(72, 57)
(73, 57)
(74, 57)
(74, 56)
(75, 56)
(76, 56)
(77, 56)
(78, 56)
(79, 56)
(80, 56)
(81, 56)
(81, 57)
(80, 57)
(80, 58)
(79, 58)
(78, 58)
(77, 58)
(77, 59)
(78, 59)
(79, 59)
(79, 60)
(78, 60)
(77, 60)
(76, 60)
(75, 60)
(75, 59)
(75, 58)
(74, 58)
(73, 58)
(73, 59)
(72, 59)
(72, 60)
(71, 60)
(71, 61)
(70, 61)
(70, 62)
(70, 63)
(69, 63)
(68, 63)
(67, 63)
(67, 64)
(68, 64)
(69, 64)
(70, 64)
(71, 64)
(72, 64)
(73, 64)
(74, 64)
(74, 63)
(73, 63)
(72, 63)
(72, 62)
(73, 62)
(74, 62)
(75, 62)
(76, 62)
(77, 62)
(78, 62)
(79, 62)
(79, 63)
(80, 63)
(81, 63)
(82, 63)
(82, 64)
(81, 64)
(80, 64)
(79, 64)
(78, 64)
(77, 64)
(76, 64)
(75, 64)
(75, 65)
(76, 65)
(77, 65)
(78, 65)
(79, 65)
(80, 65)
(81, 65)
(82, 65)
(83, 65)
(84, 65)
(85, 65)
(85, 64)
(84, 64)
(84, 63)
(83, 63)
(83, 62)
(82, 62)
(81, 62)
(81, 61)
(82, 61)
(83, 61)
(84, 61)
(85, 61)
(85, 60)
(84, 60)
(83, 60)
(83, 59)
(84, 59)
(84, 58)
(84, 57)
(84, 56)
(83, 56)
(82, 56)
(82, 55)
(83, 55)
(84, 55)
(85, 55)
(85, 54)
(84, 54)
(83, 54)
(82, 54)
(81, 54)
(80, 54)
(79, 54)
(78, 54)
(78, 53)
(79, 53)
(80, 53)
(81, 53)
(82, 53)
(82, 52)
(81, 52)
(81, 51)
(82, 51)
(83, 51)
(83, 50)
(84, 50)
(85, 50)
(85, 49)
(85, 48)
(84, 48)
(83, 48)
(82, 48)
(81, 48)
(80, 48)
(80, 47)
(79, 47)
(78, 47)
(77, 47)
(76, 47)
(75, 47)
(75, 48)
(74, 48)
(73, 48)
(73, 47)
(72, 47)
(71, 47)
(71, 48)
(70, 48)
(69, 48)
(68, 48)
(67, 48)
(66, 48)
(65, 48)
(64, 48)
(64, 47)
(63, 47)
(62, 47)
(61, 47)
(60, 47)
(59, 47)
(58, 47)
(57, 47)
(56, 47)
(56, 46)
(55, 46)
(54, 46)
(53, 46)
(52, 46)
(51, 46)
(50, 46)
(49, 46)
(49, 45)
(50, 45)
(51, 45)
(52, 45)
(53, 45)
(54, 45)
(55, 45)
(56, 45)
(57, 45)
(58, 45)
(59, 45)
(60, 45)
(61, 45)
(62, 45)
(63, 45)
(64, 45)
(65, 45)
(66, 45)
(67, 45)
(68, 45)
(69, 45)
(70, 45)
(71, 45)
(71, 44)
(70, 44)
(70, 43)
(71, 43)
(72, 43)
(73, 43)
(73, 42)
(74, 42)
(75, 42)
(76, 42)
(77, 42)
(78, 42)
(79, 42)
(80, 42)
(81, 42)
(82, 42)
(83, 42)
(84, 42)
(85, 42)
(85, 41)
(84, 41)
(84, 40)
(84, 39)
(83, 39)
(83, 38)
(83, 37)
(84, 37)
(85, 37)
(85, 36)
(84, 36)
(83, 36)
(82, 36)
(81, 36)
(80, 36)
(79, 36)
(79, 35)
(78, 35)
(77, 35)
(76, 35)
(75, 35)
(74, 35)
(73, 35)
(72, 35)
(71, 35)
(71, 34)
(70, 34)
(69, 34)
(69, 33)
(68, 33)
(67, 33)
(67, 32)
(66, 32)
(65, 32)
(64, 32)
(63, 32)
(62, 32)
(62, 31)
(62, 30)
(61, 30)
(61, 29)
(62, 29)
(63, 29)
(64, 29)
(65, 29)
(65, 28)
(64, 28)
(63, 28)
(62, 28)
(62, 27)
(62, 26)
(63, 26)
(63, 25)
(62, 25)
(61, 25)
(61, 24)
(60, 24)
(60, 23)
(61, 23)
(62, 23)
(63, 23)
(64, 23)
(65, 23)
(66, 23)
(67, 23)
(67, 22)
(68, 22)
(69, 22)
(70, 22)
(71, 22)
(72, 22)
(72, 21)
(71, 21)
(71, 20)
(72, 20)
(73, 20)
(73, 19)
(73, 18)
(74, 18)
(75, 18)
(76, 18)
(77, 18)
(78, 18)
(78, 17)
(79, 17)
(80, 17)
(81, 17)
(82, 17)
(83, 17)
(83, 16)
(82, 16)
(81, 16)
(81, 15)
(80, 15)
(80, 14)
(81, 14)
(81, 13)
(82, 13)
(82, 12)
(81, 12)
(81, 11)
(82, 11)
(83, 11)
(84, 11)
(85, 11)
(85, 10)
(85, 9)
(84, 9)
(83, 9)
(82, 9)
(81, 9)
(80, 9)
(79, 9)
(79, 8)
