(75, 75)
(75, 74)
(75, 73)
(74, 73)
(73, 73)
(72, 73)
(71, 73)
(70, 73)
(69, 73)
(68, 73)
(67, 73)
(67, 72)
(66, 72)
(66, 71)
(65, 71)
(65, 70)
(66, 70)
(67, 70)
(68, 70)
(68, 71)
(69, 71)
(70, 71)
(71, 71)
(72, 71)
(72, 70)
(71, 70)
(70, 70)
(69, 70)
(69, 69)
(70, 69)
(71, 69)
(72, 69)
(72, 68)
(71, 68)
(70, 68)
(69, 68)
(69, 67)
(70, 67)
(71, 67)
(72, 67)
(73, 67)
(73, 66)
(72, 66)
(72, 65)
(73, 65)
(74, 65)
(75, 65)
(75, 64)
(74, 64)
(73, 64)
(72, 64)
(71, 64)
(70, 64)
(69, 64)
(69, 63)
(70, 63)
(71, 63)
(72, 63)
(73, 63)
(74, 63)
(75, 63)
(75, 62)
(75, 61)
(74, 61)
(74, 60)
(73, 60)
(72, 60)
(71, 60)
(70, 60)
(69, 60)
(69, 59)
(70, 59)
(71, 59)
(72, 59)
(73, 59)
(74, 59)
(75, 59)
(75, 58)
(74, 58)
(73, 58)
(72, 58)
(71, 58)
(70, 58)
(69, 58)
(68, 58)
(67, 58)
(66, 58)
(66, 57)
(67, 57)
(67, 56)
(66, 56)
(65, 56)
(64, 56)
(63, 56)
(62, 56)
(61, 56)
(60, 56)
(59, 56)
(58, 56)
(57, 56)
(56, 56)
(56, 55)
(55, 55)
(54, 55)
(53, 55)
(52, 55)
(51, 55)
(51, 54)
(50, 54)
(49, 54)
(48, 54)
(47, 54)
(47, 53)
(48, 53)
(48, 52)
(49, 52)
(50, 52)
(51, 52)
(52, 52)
(53, 52)
(54, 52)
(55, 52)
(56, 52)
(57, 52)
(58, 52)
(59, 52)
(60, 52)
(61, 52)
(62, 52)
(62, 51)
(61, 51)
(60, 51)
(59, 51)
(58, 51)
(57, 51)
(56, 51)
(55, 51)
(54, 51)
(54, 50)
(55, 50)
(56, 50)
(57, 50)
(58, 50)
(59, 50)
(60, 50)
(61, 50)
(61, 49)
(62, 49)
(62, 48)
(63, 48)
(64, 48)
(65, 48)
(66, 48)
(67, 48)
(67, 47)
(66, 47)
(66, 46)
(67, 46)
(68, 46)
(69, 46)
(70, 46)
(71, 46)
(72, 46)
(73, 46)
(74, 46)
(75, 46)
(75, 45)
(74, 45)
(73, 45)
(73, 44)
(74, 44)
(75, 44)
(75, 43)
(74, 43)
(73, 43)
(72, 43)
(72, 42)
(73, 42)
(74, 42)
(75, 42)
(75, 41)
(74, 41)
(74, 40)
(75, 40)
(75, 39)
(74, 39)
(73, 39)
(72, 39)
(72, 38)
(73, 38)
(74, 38)
(75, 38)
(75, 37)
(74, 37)
(73, 37)
(72, 37)
(71, 37)
(70, 37)
(69, 37)
(68, 37)
(67, 37)
(67, 36)
(68, 36)
(69, 36)
(70, 36)
(71, 36)
(72, 36)
(73, 36)
(74, 36)
(75, 36)
(75, 35)
(75, 34)
(75, 33)
(74, 33)
(73, 33)
(72, 33)
(72, 32)
(73, 32)
(74, 32)
(75, 32)
(75, 31)
(74, 31)
(73, 31)
(72, 31)
(72, 30)
(73, 30)
(73, 29)
(74, 29)
(75, 29)
(75, 28)
(75, 27)
(75, 26)
(74, 26)
(73, 26)
(72, 26)
(71, 26)
(71, 25)
(72, 25)
(73, 25)
(73, 24)
(73, 23)
(72, 23)
(72, 22)
(71, 22)
(70, 22)
(69, 22)
(68, 22)
(68, 21)
(69, 21)
(70, 21)
(71, 21)
(72, 21)
(73, 21)
(74, 21)
(75, 21)
(75, 20)
(75, 19)
(74, 19)
(74, 18)
(73, 18)
(72, 18)
(71, 18)
(71, 17)
(70, 17)
(69, 17)
(68, 17)
(68, 16)
(67, 16)
(66, 16)
(66, 15)
(67, 15)
(68, 15)
(69, 15)
(70, 15)
(71, 15)
(71, 14)
(72, 14)
(72, 13)
(71, 13)
(70, 13)
(70, 12)
(69, 12)
(68, 12)
(67, 12)
(66, 12)
(66, 11)
(67, 11)
(68, 11)
(69, 11)
(70, 11)
(71, 11)
(72, 11)
(72, 10)
(71, 10)
(70, 10)
(69, 10)
(68, 10)
(67, 10)
(67, 9)
(66, 9)
(65, 9)
(65, 8)
(64, 8)
(63, 8)
(63, 7)
(63, 6)
(62, 6)
(62, 5)
(63, 5)
(64, 5)
(64, 4)
(64, 3)
(63, 3)
(62, 3)
(61, 3)
(61, 2)
(60, 2)
(59, 2)
(58, 2)
(57, 2)
(56, 2)
(55, 2)
(54, 2)
(53, 2)
(52, 2)
(51, 2)
(50, 2)
(49, 2)
(48, 2)
(47, 2)
(46, 2)
(45, 2)
(44, 2)
(43, 2)
(42, 2)
(41, 2)
(40, 2)
(39, 2)
(39, 1)
(38, 1)
(37, 1)
(36, 1)
(35, 1)
(35, 2)
(34, 2)
(33, 2)
(32, 2)
(32, 3)
(31, 3)
(30, 3)
(29, 3)
(28, 3)
(28, 2)
(27, 2)
(26, 2)
(25, 2)
(24, 2)
(23, 2)
(22, 2)
(21, 2)
(20, 2)
(19, 2)
(18, 2)
(17, 2)
(16, 2)
(15, 2)
(14, 2)
(13, 2)
(12, 2)
(11, 2)
(10, 2)
(10, 1)
(9, 1)
(8, 1)
(7, 1)
(6, 1)
(5, 1)
(4, 1)
(3, 1)
(2, 1)
(1, 1)
8 ms
